id,cols_1,cols_2,cols_3,cols_4,cols_5,cols_6,cols_7,cols_8,cols_9,cols_10,cols_11,cols_12,cols_13,cols_14,True_value
Id_4524,A,8.6,False,True,7.4,Y,,16.56,51180.0,1.428571429,-34.785,4.08882717,True,,150639.72
Id_2717,I,8.6,False,True,10.36,,type_2,21.84,274621.0,1.428571429,,,,C,62800.584
Id_2079,B,9.2,,True,,Z,type_2,22.8,164198.0,2.857142857,-27.828,,False,D,276460.8
Id_8914,I,8.6,False,False,5.92,X,,17.76,136565.0,1.428571429,-34.785,4.08882717,False,,34526.184
Id_951,H,8.8,False,,,X,type_1,13.92,119724.0,1.428571429,-34.785,4.08882717,False,D,53375.784
Id_8058,E,,False,True,7.4,X,type_1,18.24,94346.0,1.428571429,-27.828,4.08882717,True,B,75043.3992
Id_2482,I,8.6,False,False,22.2,W,type_1,29.52,,2.857142857,-13.914,1.834008086,,,144482.184
Id_1759,E,6.6,False,True,11.84,Z,type_2,0.0,318206.0,1.428571429,-27.828,5.488589937,False,B,37696.0584
Id_4422,,10.2,False,True,3.7,,type_0,12.96,43860.0,1.071428571,,4.08882717,False,D,94216.584
Id_6704,F,,False,True,19.98,W,type_1,34.8,50441.0,,-27.828,4.08882717,False,A,78508.584
Id_5182,C,9.6,False,True,9.25,Z,type_1,19.92,11514.0,1.428571429,-27.828,4.08882717,True,B,116148.0936
Id_8533,F,8.4,False,True,9.99,,type_2,21.12,132762.0,2.142857143,-27.828,4.08882717,True,B,59687.2584
Id_3701,,7.8,False,True,14.06,,type_1,30.72,105213.0,2.142857143,,6.168843302,False,C,62800.584
Id_4243,G,8.2,False,True,,X,type_1,18.96,189711.0,1.428571429,-27.828,4.08882717,True,C,40809.384
Id_688,B,6.4,False,True,4.81,X,type_1,16.08,125211.0,1.428571429,-20.871,,False,B,21959.784
Id_3432,B,10.6,False,False,16.65,Y,,25.68,250.0,2.857142857,-13.914,1.834008086,False,B,395822.7504
Id_4944,B,9.6,False,True,,W,type_1,26.16,80608.0,1.428571429,-13.914,1.834008086,True,B,84820.0584
Id_966,,9.4,False,,8.88,Z,type_2,,,1.428571429,-27.828,4.08882717,False,D,131538.792
Id_9484,B,10.2,False,,10.36,,type_2,20.16,18157.0,1.428571429,-27.828,4.08882717,False,C,251265.168
Id_2713,G,9.4,False,True,7.4,X,type_1,18.0,,,,4.08882717,True,D,69061.7928
Id_4757,J,10.0,,True,7.4,X,type_1,17.76,44161.0,1.428571429,-34.785,4.08882717,True,B,71904.9408
Id_9545,I,9.6,,True,5.18,X,type_1,16.08,56932.0,1.428571429,-27.828,4.08882717,False,B,68188.428
Id_6320,B,8.4,False,True,12.95,X,type_1,26.4,101003.0,2.142857143,-27.828,5.488589937,True,B,75366.984
Id_5975,G,8.4,False,False,7.4,X,type_1,18.24,195331.0,1.428571429,-34.785,4.08882717,False,A,29590.7304
Id_3572,I,9.6,,True,13.32,Y,type_1,22.32,173725.0,2.142857143,-34.785,,False,,91103.2584
Id_5299,D,10.4,False,True,3.7,,type_0,12.96,19815.0,1.071428571,-27.828,4.08882717,False,,99745.8
Id_1990,I,8.4,,True,10.36,W,type_2,18.72,282153.0,,-27.828,4.08882717,False,C,53404.0584
Id_1205,J,10.0,False,True,7.4,X,type_1,17.76,56189.0,1.428571429,-34.785,4.08882717,True,C,68763.3408
Id_4971,J,,False,,5.18,,type_1,14.88,86573.0,1.428571429,-34.785,4.08882717,,D,56517.384
Id_6783,H,,False,True,7.4,X,type_1,15.12,,1.428571429,-27.828,4.08882717,True,C,100374.12
Id_3600,J,,False,True,5.18,,type_1,15.12,13208.0,1.428571429,,4.08882717,False,D,53375.784
Id_6490,H,10.6,True,True,,Z,type_2,19.2,10.0,1.428571429,-27.828,4.08882717,True,B,247834.5408
Id_8609,E,9.2,False,True,7.4,X,type_1,,103328.0,1.428571429,-27.828,4.08882717,True,A,71904.9408
Id_9978,I,9.4,False,True,,Z,type_2,21.84,112332.0,1.428571429,-13.914,1.834008086,False,B,116207.784
Id_8070,B,8.6,False,,5.55,X,type_3,9.36,106898.0,1.428571429,-34.785,4.08882717,True,A,59627.568
Id_8577,H,8.4,False,True,7.4,X,type_1,,67639.0,1.428571429,-34.785,4.08882717,True,B,62800.584
Id_7973,B,8.6,False,True,12.95,Z,type_1,,103705.0,2.142857143,-27.828,,True,D,97326.768
Id_1625,B,9.0,,False,11.1,W,type_2,19.44,,1.428571429,-13.914,1.834008086,,A,69068.076
Id_536,F,8.2,,True,9.99,W,type_2,19.68,171495.0,2.142857143,-27.828,4.08882717,False,A,34526.184
Id_8766,C,9.8,False,True,8.51,,type_2,16.8,49136.0,1.428571429,-27.828,4.08882717,False,D,160190.184
Id_7970,B,,,True,9.25,X,type_1,19.92,63414.0,1.428571429,-27.828,4.08882717,False,D,103641.384
Id_4212,J,10.4,False,True,12.21,W,type_1,,17338.0,2.142857143,-27.828,,False,A,210455.784
Id_6456,H,8.8,False,True,11.84,Z,type_2,22.08,,1.785714286,-27.828,,False,C,87949.092
Id_3507,D,7.4,False,True,7.4,X,type_0,19.44,160523.0,1.428571429,-20.871,4.08882717,True,C,34526.184
Id_8393,G,9.6,False,True,5.92,X,type_1,,39781.0,1.428571429,-27.828,4.08882717,False,A,97719.468
Id_7112,G,,False,True,7.4,X,type_1,,92316.0,,-27.828,4.08882717,False,A,75366.984
Id_2708,C,10.0,False,,9.25,X,type_1,19.44,77663.0,1.428571429,-27.828,5.488589937,False,C,103515.72
Id_5031,E,7.6,False,True,11.1,Z,,26.16,211121.0,2.142857143,-27.828,5.488589937,True,A,34526.184
Id_6514,E,9.8,False,False,8.88,Z,type_2,17.28,19647.0,1.428571429,-27.828,4.08882717,False,,137853.408
Id_4662,H,9.2,False,True,9.25,X,type_1,15.84,152610.0,1.428571429,-27.828,4.08882717,,B,69083.784
Id_4021,H,10.2,False,True,9.25,Y,type_1,18.0,49350.0,1.428571429,-27.828,4.08882717,True,D,141340.584
Id_1854,D,,False,True,3.7,X,,11.76,50455.0,1.071428571,-34.785,,True,B,78188.1408
Id_9425,B,10.6,False,True,9.25,X,type_3,11.52,31.0,,-34.785,4.08882717,True,A,206993.7408
Id_2872,H,9.2,False,True,9.25,Y,type_1,17.76,87985.0,1.428571429,-27.828,4.08882717,True,,75241.32
Id_3030,H,8.6,False,True,7.4,X,type_1,19.68,141007.0,1.428571429,,4.08882717,False,B,37696.0584
Id_1645,H,9.4,,True,7.4,Y,type_1,16.08,86800.0,1.428571429,-27.828,4.08882717,False,B,78188.1408
Id_3417,A,8.6,False,True,6.66,X,type_2,11.04,26173.0,1.428571429,-34.785,4.08882717,True,D,87933.384
Id_3476,I,8.4,False,True,5.92,X,type_1,16.08,117974.0,1.428571429,-34.785,,False,C,31384.584
Id_9552,B,4.6,False,True,,Z,type_1,0.0,413515.0,2.142857143,-27.828,6.168843302,False,C,40837.6584
Id_1792,B,9.4,False,True,10.36,Z,type_2,20.4,127085.0,1.428571429,-27.828,4.08882717,True,C,125632.584
Id_3797,,4.4,False,True,14.06,,type_1,30.0,161817.0,2.142857143,-27.828,4.08882717,False,D,17241.1008
Id_3368,B,10.2,False,True,10.36,Z,type_2,20.16,28608.0,1.428571429,-27.828,4.08882717,True,D,232446.984
Id_7196,C,10.4,False,True,11.1,W,type_0,23.52,1945.0,2.142857143,-13.914,1.834008086,False,C,291816.9408
Id_9641,G,8.4,False,True,,X,type_1,15.36,,1.428571429,-34.785,,False,D,31368.876
Id_5109,,5.6,False,True,,Z,type_1,33.6,284456.0,2.142857143,-27.828,4.08882717,False,,25129.6584
Id_6024,A,10.6,,True,7.4,W,type_2,0.0,,1.428571429,-20.871,1.834008086,False,C,252700.8792
Id_8795,H,10.4,False,True,7.4,X,type_1,,2524.0,1.428571429,-27.828,4.08882717,True,D,94248.0
Id_9294,B,9.8,False,True,9.25,Y,type_3,11.52,78854.0,1.428571429,-34.785,4.08882717,True,C,137878.5408
Id_126,A,10.4,False,True,4.81,X,type_0,13.68,23544.0,,-27.828,4.08882717,True,D,216456.24
Id_5959,G,9.2,False,True,7.4,X,type_1,18.96,86355.0,1.428571429,-27.828,4.08882717,True,A,75395.2584
Id_3876,G,10.2,False,True,7.4,X,type_1,17.76,35336.0,1.428571429,-34.785,4.08882717,False,D,84791.784
Id_4451,F,9.8,False,,7.4,Z,type_2,17.04,130461.0,1.428571429,-27.828,5.488589937,False,D,207314.184
Id_7147,,8.8,False,True,6.66,X,type_1,15.84,103021.0,1.428571429,-34.785,4.08882717,,A,56517.384
Id_3531,C,8.4,False,False,9.25,Z,type_2,20.4,,1.428571429,-27.828,5.488589937,True,A,59627.568
Id_827,D,10.2,False,True,5.18,X,type_0,18.48,43830.0,1.428571429,-27.828,4.08882717,False,,123254.3928
Id_7790,D,,True,True,11.1,Y,type_2,20.16,,,-27.828,4.08882717,True,D,263539.3992
Id_984,E,10.0,False,True,8.88,Y,type_1,17.28,61713.0,1.428571429,-27.828,5.488589937,True,D,90069.672
Id_7783,F,10.0,False,True,8.51,W,type_1,22.8,27317.0,,-13.914,3.363585661,False,C,185322.984
Id_2443,J,10.2,False,True,7.4,X,,18.96,69586.0,1.428571429,-27.828,4.08882717,True,C,91074.984
Id_8554,F,9.6,False,True,7.4,X,type_2,12.72,68454.0,1.428571429,-27.828,,False,B,75366.984
Id_345,B,10.0,,True,9.25,X,type_3,11.28,21727.0,1.428571429,-34.785,,False,C,172436.1408
Id_814,F,10.0,False,True,8.51,W,type_1,22.8,11487.0,1.428571429,-13.914,3.363585661,False,B,188464.584
Id_6166,F,8.0,False,True,,W,type_1,30.72,210454.0,2.142857143,-27.828,5.488589937,,A,31101.84
Id_5779,I,,,True,13.32,Y,type_1,21.36,48546.0,2.142857143,-34.785,4.08882717,True,,94216.584
Id_2116,C,10.6,True,False,8.51,X,type_2,17.28,,1.428571429,-13.914,1.834008086,False,D,101473.68
Id_793,F,9.4,False,True,11.84,Z,type_2,20.88,87468.0,1.785714286,-27.828,4.08882717,False,B,160190.184
Id_6898,H,8.2,False,True,13.69,,type_1,26.4,260670.0,2.142857143,-27.828,5.488589937,True,C,40463.808
Id_2674,G,10.4,False,,7.4,X,type_1,,5175.0,1.428571429,,4.08882717,True,B,109579.008
Id_94,J,10.0,False,True,,X,type_1,17.76,23205.0,1.428571429,-34.785,4.08882717,False,A,84760.368
Id_4225,D,8.6,False,True,11.1,Y,type_2,17.76,177873.0,2.142857143,,4.08882717,,C,62800.584
Id_3756,F,9.4,False,True,7.4,Y,type_0,21.12,79214.0,1.428571429,-27.828,,False,C,72099.72
Id_2891,E,9.0,False,True,7.4,X,type_1,,84430.0,1.428571429,-27.828,4.08882717,False,A,65967.3168
Id_2371,B,10.4,False,False,16.65,Y,type_2,25.68,25.0,2.857142857,-27.828,4.08882717,True,D,386385.384
Id_9388,I,9.4,False,True,13.32,W,type_1,23.76,203888.0,2.142857143,-13.914,,True,B,65942.184
Id_3228,H,9.6,False,True,7.4,Y,type_1,16.08,97094.0,,-27.828,4.08882717,False,A,75366.984
Id_7863,,8.6,False,True,,X,type_1,15.84,,1.428571429,-27.828,4.08882717,,D,47092.584
Id_6359,B,8.6,False,,,W,type_2,19.2,356716.0,1.428571429,-27.828,2.615056629,False,,65596.608
Id_9196,B,8.6,False,,9.25,Y,type_1,20.64,184608.0,1.428571429,-27.828,,True,C,62203.68
Id_7326,H,8.0,False,True,13.69,Z,type_1,27.12,227321.0,2.142857143,-27.828,5.488589937,False,A,47108.292
Id_6028,G,9.8,False,,7.4,X,,17.76,128303.0,1.428571429,-27.828,4.08882717,True,D,62800.584
Id_1865,J,10.2,False,True,7.4,X,type_1,,19795.0,1.428571429,-27.828,4.08882717,False,D,87933.384
Id_4612,B,8.6,False,True,12.95,Z,type_1,26.4,169300.0,2.142857143,-27.828,4.08882717,False,C,59687.2584
Id_2645,I,8.4,False,True,22.2,W,type_0,29.52,18439.0,2.857142857,-27.828,4.08882717,True,B,153586.5408
Id_2243,B,,,True,6.66,,type_3,9.6,6000.0,1.428571429,-34.785,4.08882717,False,D,115526.0568
Id_5373,H,7.4,False,True,7.4,,type_1,20.16,126483.0,1.428571429,-27.828,,True,B,40809.384
Id_2336,F,7.8,False,False,5.92,X,type_1,14.64,178309.0,1.428571429,-20.871,4.08882717,False,D,24975.72
Id_950,,8.4,False,True,5.55,X,type_1,15.12,108000.0,1.428571429,-34.785,,False,A,50262.4584
Id_1120,G,8.8,False,True,7.4,X,,20.16,170884.0,1.428571429,-27.828,4.08882717,True,A,47108.292
Id_2204,B,9.8,False,True,12.95,Y,type_1,22.8,57100.0,2.142857143,-27.828,5.488589937,False,B,156728.1408
Id_419,I,9.4,False,True,10.36,W,type_2,21.36,171684.0,1.428571429,-27.828,4.08882717,False,A,72225.384
Id_922,G,8.8,,False,,X,,15.36,137551.0,1.428571429,-20.871,3.363585661,False,C,50218.476
Id_8669,B,10.0,False,True,6.66,X,type_3,,64705.0,1.428571429,-27.828,4.08882717,False,B,102070.584
Id_5408,,8.0,False,False,11.1,W,type_2,,,1.428571429,,2.615056629,False,A,45521.784
Id_5788,F,8.4,False,True,5.92,X,type_1,14.64,71721.0,1.428571429,-34.785,4.08882717,True,C,34400.52
Id_5742,I,9.6,False,True,5.18,X,type_1,14.64,34854.0,1.428571429,-27.828,4.08882717,False,,59313.408
Id_7667,I,9.0,False,True,6.66,X,type_1,,75802.0,1.428571429,-27.828,4.08882717,,A,43950.984
Id_5567,G,9.8,,True,5.92,X,type_1,,37610.0,1.428571429,-34.785,4.08882717,False,D,62828.8584
Id_8135,,9.4,False,True,5.18,X,type_1,14.88,95895.0,1.428571429,-34.785,4.08882717,False,A,53391.492
Id_1202,C,8.4,False,,,X,type_1,,14702.0,1.071428571,-34.785,4.08882717,True,C,40809.384
Id_5765,B,7.6,False,True,12.95,Z,type_1,26.4,279105.0,2.142857143,-27.828,5.488589937,False,,47120.8584
Id_8389,A,8.6,False,True,5.92,W,,15.12,114527.0,,-13.914,3.363585661,False,,59658.984
Id_1970,F,9.2,False,False,11.84,Z,type_2,19.92,144410.0,,-27.828,4.08882717,False,B,144161.7408
Id_4018,A,6.4,False,False,10.73,X,type_2,0.0,50885.0,1.785714286,-27.828,1.834008086,False,,31412.8584
Id_3687,I,9.0,False,True,13.32,W,type_5,28.32,131521.0,2.142857143,-27.828,4.08882717,True,C,59658.984
Id_1997,F,10.0,False,True,3.7,X,type_0,,,1.071428571,-34.785,4.08882717,True,C,87336.48
Id_4033,H,10.6,True,,9.25,Y,type_1,21.12,7.0,1.428571429,-27.828,5.488589937,True,A,201024.7008
Id_1248,B,8.0,False,True,9.99,W,type_1,27.84,217117.0,1.428571429,-27.828,2.615056629,True,D,56517.384
Id_2192,D,9.4,,False,7.4,Y,type_0,17.28,133483.0,1.428571429,-34.785,4.08882717,True,B,93896.1408
Id_2712,E,9.2,False,True,,X,type_1,17.76,97354.0,1.428571429,,4.08882717,True,C,65942.184
Id_2190,I,9.2,False,True,10.36,Z,type_2,21.84,202279.0,1.428571429,-27.828,4.08882717,True,D,75382.692
Id_4670,B,10.6,False,True,10.36,Z,type_2,19.2,50.0,1.428571429,-27.828,4.08882717,True,C,254422.476
Id_5142,B,,False,False,6.66,X,type_1,17.04,97000.0,1.428571429,,4.08882717,,B,59658.984
Id_5984,I,,,True,21.09,W,type_1,32.4,328290.0,2.857142857,-27.828,4.08882717,False,C,47092.584
Id_6565,G,,False,True,7.4,Y,type_2,18.0,108201.0,1.428571429,-27.828,4.08882717,True,C,56517.384
Id_7804,F,,,True,,Z,type_2,22.56,198231.0,1.428571429,-27.828,,False,D,69112.0584
Id_6943,I,7.8,False,False,6.66,X,type_1,16.8,59623.0,1.428571429,-27.828,4.08882717,True,A,21205.8
Id_2136,A,9.2,False,True,7.4,Y,type_0,16.8,99459.0,1.428571429,-27.828,4.08882717,True,B,109798.92
Id_1065,E,8.8,False,False,9.25,Z,type_2,19.44,201331.0,1.428571429,-27.828,4.08882717,True,D,46850.6808
Id_600,F,9.8,False,,5.55,X,type_0,15.12,24559.0,1.428571429,-27.828,4.08882717,False,,78536.8584
Id_4227,G,,False,True,8.88,X,type_1,19.92,45295.0,,-27.828,4.08882717,True,C,78508.584
Id_7577,A,10.2,False,True,14.8,Y,type_0,,31792.0,2.857142857,-27.828,4.08882717,False,D,493199.784
Id_77,D,9.6,False,True,7.4,Y,type_2,12.96,63922.0,1.428571429,-27.828,4.08882717,False,,113066.184
Id_7546,E,8.8,False,False,9.25,Z,type_2,19.92,145350.0,,-27.828,,False,B,83158.152
Id_2898,F,8.8,False,False,8.14,W,type_2,18.24,195534.0,1.428571429,-13.914,1.834008086,True,,72225.384
Id_4820,C,9.0,False,True,5.92,X,type_0,15.12,45177.0,1.428571429,-27.828,4.08882717,False,D,62800.584
Id_9302,B,10.0,False,True,10.36,,type_2,19.68,86280.0,,-27.828,1.834008086,True,C,163206.12
Id_6413,E,10.2,False,True,8.88,Y,type_1,17.28,59487.0,1.428571429,-27.828,5.488589937,True,B,106462.5408
Id_9064,B,8.4,False,True,8.88,X,,23.04,83281.0,1.428571429,,4.08882717,False,C,59643.276
Id_8007,C,9.0,False,True,8.51,W,type_2,16.32,354000.0,,-27.828,4.08882717,,A,53375.784
Id_5468,F,10.2,False,True,11.84,Z,type_2,21.36,12810.0,1.785714286,-27.828,,True,D,169614.984
Id_5951,F,,False,True,14.8,W,type_1,30.72,,2.142857143,,4.08882717,True,C,23558.8584
Id_3391,B,10.4,False,True,6.66,X,type_3,9.6,924.0,1.428571429,,4.08882717,True,C,128774.184
Id_5415,J,9.6,False,True,4.44,X,,,90137.0,1.428571429,-34.785,,False,D,53375.784
Id_2560,,9.8,False,True,10.36,Z,type_2,,,1.428571429,-13.914,1.834008086,True,B,109877.46
Id_8162,A,9.8,False,,7.4,Y,type_0,17.28,,1.428571429,-27.828,,False,C,197889.384
Id_2635,H,9.4,,True,9.25,Y,type_1,18.0,,1.428571429,-27.828,4.08882717,False,D,102098.8584
Id_5256,F,9.0,False,True,11.84,,type_2,21.6,244296.0,1.785714286,-27.828,4.08882717,False,D,100499.784
Id_3530,I,8.2,False,,13.32,W,type_1,24.48,96235.0,2.142857143,-27.828,4.08882717,True,B,78524.292
Id_8567,A,9.0,False,True,7.4,W,type_0,14.4,118101.0,1.428571429,-13.914,3.363585661,True,D,109798.92
Id_1908,B,9.2,False,True,12.95,X,type_1,24.96,,2.142857143,-27.828,5.488589937,True,A,100217.04
Id_235,C,8.0,False,True,7.4,Z,type_2,19.44,214466.0,1.428571429,-27.828,4.08882717,True,,40809.384
Id_1604,G,9.0,,True,6.66,X,type_1,17.04,131038.0,1.428571429,-27.828,4.08882717,False,D,50108.52
Id_7984,H,,False,True,7.4,X,type_1,13.68,75857.0,1.428571429,-27.828,4.08882717,,B,78524.292
Id_3490,F,6.6,False,True,14.8,W,type_1,27.6,306071.0,2.142857143,,4.08882717,False,B,17247.384
Id_1994,C,8.0,False,,7.4,,type_2,19.44,173234.0,,-27.828,4.08882717,False,B,51804.984
Id_2824,G,,False,True,,X,type_1,17.76,22754.0,1.428571429,-27.828,4.08882717,False,A,78163.008
Id_9285,B,9.6,False,True,9.25,X,type_1,18.72,81518.0,1.428571429,-27.828,,True,,87949.092
Id_1342,C,8.8,False,True,,X,type_0,15.12,116603.0,,-27.828,4.08882717,True,,62455.008
Id_8512,B,10.2,False,True,7.4,X,type_1,14.4,36310.0,,,4.08882717,True,A,94216.584
Id_1619,C,8.4,False,True,7.4,X,type_1,19.68,121894.0,1.428571429,-27.828,4.08882717,False,D,37667.784
Id_5287,J,10.4,,True,5.92,X,type_1,16.56,14862.0,1.428571429,-27.828,4.08882717,,C,125660.8584
Id_2060,A,8.2,False,,,W,type_0,18.96,93542.0,1.428571429,-13.914,3.363585661,True,A,78524.292
Id_9955,I,9.8,False,True,13.32,X,type_1,,144188.0,2.142857143,-27.828,,,D,94185.168
Id_2219,F,9.4,False,True,11.84,Z,type_2,22.08,137227.0,1.785714286,-27.828,,True,C,106782.984
Id_6038,H,9.4,False,,7.4,X,type_1,15.36,185570.0,1.428571429,-27.828,4.08882717,True,C,78508.584
Id_260,,,False,True,5.92,Y,type_1,17.76,45.0,1.428571429,-27.828,4.08882717,,,169018.08
Id_9365,D,9.6,False,True,7.4,Y,type_0,18.0,,1.428571429,-34.785,4.08882717,False,B,124193.7312
Id_9093,B,10.4,False,True,9.25,X,type_3,11.28,124.0,1.428571429,-34.785,4.08882717,True,B,172630.92
Id_3744,,,False,True,,Z,type_2,20.4,206801.0,,-27.828,5.488589937,False,D,109924.584
Id_2026,B,,False,,11.1,Z,type_2,22.32,209846.0,1.428571429,,2.615056629,False,C,63529.4352
Id_6988,B,7.8,False,True,12.95,X,type_1,23.76,116598.0,2.142857143,-27.828,4.08882717,True,D,43950.984
Id_4234,E,9.2,False,False,8.88,W,type_2,16.8,,1.428571429,-13.914,1.834008086,True,B,75366.984
Id_1917,G,9.8,False,False,7.4,,type_1,,,1.428571429,-27.828,4.08882717,,C,65942.184
Id_1828,H,10.2,False,False,7.4,W,type_0,16.56,8942.0,1.428571429,-13.914,1.834008086,True,A,153906.984
Id_6233,G,10.6,True,True,,X,,25.2,,2.142857143,,6.168843302,False,B,179071.2
Id_9332,H,10.2,False,True,7.4,,,,6979.0,1.428571429,-27.828,4.08882717,False,B,111520.5168
Id_6283,B,8.4,,True,11.1,Z,type_2,,229196.0,1.428571429,-27.828,5.488589937,False,C,103424.6136
Id_4208,J,8.4,False,True,12.95,X,type_1,26.16,195273.0,2.142857143,-27.828,6.168843302,True,C,42408.4584
Id_224,,9.6,False,True,6.66,X,type_1,14.64,67820.0,1.428571429,-34.785,,True,C,78508.584
Id_8915,,9.2,False,True,10.36,Z,type_2,,153670.0,1.428571429,-27.828,4.08882717,True,D,116082.12
Id_6469,B,8.4,False,True,11.1,Z,type_2,22.32,306986.0,1.428571429,-27.828,4.08882717,True,D,91074.984
Id_9413,H,10.4,False,True,9.25,X,type_1,20.16,17020.0,1.428571429,-27.828,5.488589937,True,B,181584.48
Id_846,C,9.8,False,True,0.0,X,,0.0,13700.0,0.0,,4.08882717,False,C,120009.12
Id_4289,A,,False,,7.77,W,type_2,12.24,131948.0,1.428571429,-27.828,4.08882717,,C,62800.584
Id_5560,E,8.0,False,True,8.88,Z,type_1,22.32,216368.0,1.428571429,-27.828,4.08882717,True,D,29531.04
Id_2551,B,9.8,False,,6.66,X,type_3,10.08,61774.0,1.428571429,-34.785,4.08882717,True,C,90754.5408
Id_117,I,8.6,False,True,11.1,W,type_1,19.92,153840.0,2.142857143,-27.828,4.08882717,False,C,56517.384
Id_8837,B,,False,True,10.36,Z,type_2,18.24,38506.0,,,5.488589937,False,,216732.7008
Id_5966,F,8.4,False,True,11.84,Z,type_2,22.08,,1.785714286,,4.08882717,,D,75395.2584
Id_8195,E,9.4,False,True,7.4,X,type_1,,138589.0,,-27.828,4.08882717,False,A,62800.584
Id_8659,C,9.0,False,True,,X,type_1,16.08,90691.0,1.428571429,,4.08882717,True,B,46420.2816
Id_7489,H,9.8,False,True,9.25,X,type_1,20.16,84899.0,1.428571429,-27.828,5.488589937,False,B,112987.644
Id_5,B,8.2,False,True,11.1,Z,type_2,22.32,192055.0,1.428571429,-27.828,,False,A,94241.7168
Id_5342,I,8.4,False,True,11.1,Y,type_1,,,2.142857143,,5.488589937,True,C,28258.692
Id_9111,H,8.6,False,True,8.14,X,type_2,12.96,87641.0,,-27.828,4.08882717,False,,69083.784
Id_4324,B,8.6,False,False,9.99,W,type_1,26.4,215189.0,1.428571429,-13.914,2.615056629,True,B,43966.692
Id_1063,F,9.2,False,True,5.55,X,,14.88,60549.0,1.428571429,-34.785,4.08882717,False,B,49913.7408
Id_2590,,,False,True,8.88,X,type_1,21.6,120566.0,1.428571429,-27.828,5.488589937,False,,43966.692
Id_8434,C,9.2,False,True,8.51,,type_2,16.8,70056.0,1.428571429,-27.828,4.08882717,True,B,144482.184
Id_3735,H,9.2,False,True,,X,type_1,15.36,65615.0,1.428571429,-27.828,4.08882717,False,A,97012.608
Id_3517,C,9.6,False,True,9.25,X,type_1,,121742.0,1.428571429,-27.828,4.08882717,False,D,78508.584
Id_6986,J,8.6,False,True,7.4,X,type_1,21.12,179057.0,1.428571429,-27.828,4.08882717,False,C,50262.4584
Id_6767,B,,False,False,10.36,Z,type_2,17.76,,1.428571429,-27.828,4.08882717,False,,182209.6584
Id_5622,G,10.6,True,True,7.4,X,,19.44,,1.428571429,-27.828,4.08882717,False,D,139361.376
Id_1605,C,7.4,,True,14.8,Z,type_1,33.6,206477.0,2.142857143,-27.828,,True,A,50259.3168
Id_1733,F,9.2,False,True,11.84,Z,type_2,21.6,198000.0,1.785714286,-27.828,4.08882717,True,,113094.4584
Id_9341,H,8.6,,,11.84,,,,218188.0,1.785714286,-27.828,4.08882717,True,B,51563.0808
Id_3812,B,7.0,False,True,8.88,X,type_1,,93618.0,1.428571429,-27.828,,True,,34212.024
Id_9624,H,10.4,False,True,7.4,X,type_3,15.12,11286.0,1.428571429,-27.828,4.08882717,True,B,109604.1408
Id_1761,B,7.0,False,True,6.66,X,,18.72,,,-34.785,4.08882717,,A,25129.6584
Id_5401,,10.2,False,True,,W,type_2,16.8,21400.0,1.428571429,-27.828,5.488589937,False,D,207314.184
Id_2739,C,7.6,False,False,9.25,Z,type_2,22.32,218286.0,1.428571429,-13.914,,False,C,42408.4584
Id_2472,A,7.6,False,True,6.66,W,type_0,19.68,197721.0,1.428571429,,4.08882717,False,C,39266.8584
Id_6738,D,8.8,False,True,7.4,Z,type_2,,272740.0,1.428571429,-27.828,4.08882717,True,D,53133.8808
Id_6891,A,9.8,False,,4.81,X,type_1,13.68,44700.0,1.428571429,-34.785,4.08882717,False,B,135057.384
Id_7943,F,7.8,,True,14.8,W,type_1,25.2,159295.0,2.142857143,-27.828,4.08882717,False,B,47092.584
Id_4206,B,10.2,False,True,10.36,Z,type_2,18.96,55055.0,1.428571429,-27.828,4.08882717,False,B,222701.7408
Id_6371,H,10.6,True,True,7.4,X,type_1,15.12,7.0,1.428571429,-27.828,,,B,114734.3736
Id_232,F,10.4,False,True,7.4,W,type_2,17.52,6254.0,1.428571429,-27.828,4.08882717,,C,157048.584
Id_8258,I,7.0,False,True,13.32,Y,type_1,0.0,270714.0,,-27.828,4.08882717,True,B,26700.4584
Id_7561,J,,False,True,8.14,X,type_2,18.24,60323.0,1.428571429,-27.828,6.168843302,,A,125632.584
Id_6168,F,,False,True,11.84,W,type_2,20.4,153850.0,1.785714286,,3.363585661,True,D,94216.584
Id_3596,B,9.8,False,,,W,,18.48,130234.0,1.428571429,-13.914,,False,D,84760.368
Id_6288,D,8.2,False,True,7.4,Y,type_0,21.12,118642.0,1.428571429,-27.828,4.08882717,True,A,40809.384
Id_4632,E,9.6,False,False,8.88,Z,type_2,17.28,131475.0,1.428571429,-27.828,,,C,100499.784
Id_125,J,9.4,False,True,7.4,X,type_1,18.96,182740.0,1.428571429,-27.828,4.08882717,True,A,56275.4808
Id_7641,J,9.6,False,True,,X,type_1,17.76,63268.0,1.428571429,-34.785,4.08882717,True,D,67512.984
Id_6229,J,8.8,False,True,7.4,,,21.12,137044.0,1.428571429,,4.08882717,False,B,47092.584
Id_1296,B,9.2,False,True,9.99,W,type_1,24.96,83178.0,,-27.828,4.08882717,True,,93896.1408
Id_1976,G,10.0,,True,7.4,X,type_1,18.96,38341.0,1.428571429,-27.828,4.08882717,True,,91056.1344
Id_9480,,9.6,False,,9.25,X,,19.92,103350.0,1.428571429,-27.828,4.08882717,,,94216.584
Id_9581,H,10.6,True,True,9.25,,type_1,18.0,25.0,1.428571429,-27.828,4.08882717,,D,150476.3568
